Word	Count
battering	2
exposed	1
thinner	1
there	58
wound	3
dashes	2
leaping	2
plunges	2
holds	17
tight	6
hilt	1
slicing	3
incision	1
length	1
creature's	1
wobbles	1
topples	1
dies	2
collapses	4
spills	1
raises	3
victory	1
ha	2
single-handedly	3
vanquished	1
scoffs	1
snorts	1
dead-eyed	1
throws	9
rock	6
moments	8
de-rig	1
anulax	6
called	7
harbulary	2
nothing	8
just	56
they're	16
worth	3
thousands	11
units	3
protect	5
checking	1
walk	9
walkway	2
citizens	2
stand	5
edge	6
gawking	1
careful	2
these	6
folks	1
easily	2
offended	1
cost	1
transgression	1
death	8
sounds	3
judgmental	1
for	88
bunch	4
morons	1
kind	9
might	7
want	19
keep	6
yourself	7
i'll	6
hold	7
tongue	1
long	13
deliver	5
promised	3
palace	16
shape	6
globe	1
dappled	1
morning	4
sunlight	1
thank	3
putting	3
life	19
could	20
risk	3
lives	1
our	23
own	11
chambermaids	2
other	34
denizens	1
flutter	1
throughout	7
luxurious	1
lair	2
whom	1
equally	2
perfect	2
every	11
citizen	1
born	1
exactly	9
designed	1
community	1
impeccable	1
both	13
physically	2
mentally	1
control	3
dna	2
progeny	2
germinating	1
birthing	2
pods	5
guess	7
prefer	1
people	14
old-fashioned	1
perhaps	9
someday	3
give	9
history	3
lesson	2
archaic	1
ways	2
ancestors	1
academic	1
purposes	1
yeah	13
mean	14
research	1
pretty	10
staring	7
repulsive	1
casual	1
please	6
trade	1
services	1
bring	7
shall	2
gladly	1
ayesha	19
soldiers	2
emerge	1
woman	9
cloak	1
wrists	1
bound	1
shackles	3
shove	2
knees	3
yank	2
revealing	3
tech	1
metal	5
claw	1
feeling	5
tension	1
family	5
reunion	1
yaaaay	1
understand	4
sister	6
roughly	3
nebula	72
bounty	2
due	1
xandar	6
apprehended	1
attempting	2
steal	7
priestess	9
heritage	2
mr	1
towards	21
uncomfortable	1
question	3
mother	16
earth	18
father	20
eaten	1
foul	1
within	11
unorthodox	1
genealogy	1
hybrid	1
particularly	1
reckless	1
tries	7
affect	1
does	13
grins	5
huge	20
fake	1
grin	1
told	18
conceited	1
douchebags	1
isn't	6
shift	3
uncomfortably	1
shit	4
wrong	6
sorry	10
meant	3
yanks	3
head	35
paces	1
count	1
blessed	1
didn't	22
kill	22
telling	3
wanna	2
buy	3
hidden	1
bag	3
"lake	1
shore	1
drive"	1
aliotta	1
haynes	1
jeremiah	1
shushes	1
hear	17
rises	4
sunset	2
space	37
dock	1
filled	3
capsule-shaped	2
ships	9
works	2
controls	11
rise	2
speaks	5
comm:	1
let's	3
baldy	1
retrieve	1
lies	5
rear	6
window	10
peering	2
pass	1
cassette	3
player	4
awesome	4
mix	1
vol	1
2	1
playing;	1
moving	2
perturbed	3
jacket	3
nearby	4
stuff	1
think	17
looked	1
flirting	1
wasn't	7
care	7
craft	13
apologizing	1
watches	18
somewhat	2
longingly	1
startled	2
types	1
beings	2
uh	8
first	12
met	2
beloved	1
rally	1
everyone	18
village	1
flailed	1
except	3
ovette	1
knew	5
immediately	3
trying	15
polite	1
most	7
melodic	1
song	9
world	4
playing	6
tap	1
foot	3
muscle	2
assume	1
dead	8
hot	2
but--	1
would	30
nether	1
regions	1
engorge	1
okay	8
fascinating	1
need	31
point	15
dancer	2
smiles	23
kindly	2
clutches	4
shoulder	8
find	8
pathetic	1
ship	62
restrains	1
notices	2
bowl	2
fruit	1
hungry	1
hand	24
yaro	4
root	3
ripe	3
yet	2
hate	3
stole	4
stone	3
hero	1
garden	1
galaxy	8
confused	11
`guardians	1
galaxy.'	1
`the	1
gardens	1
galaxy'	1
still	10
wordy	1
name	7
free	7
enough	9
swear	1
you'll	7
live	5
days	4
prison	2
wishing	1
warning	2
lights	9
flash	4
flight	17
deck	15
moves	12
stairs	2
pilot	20
seats	2
got	26
armed	1
fleet	4
approaching	5
center	8
rearview	2
scan:	1
omnicraft	6
video	7
screen	5
front	17
blaster	2
each	16
side	18
closer	8
probably	2
because	23
their	37
astounded	2
gawks	1
betrayed	2
dude	9
after	19
mystery	1
fire	6
upon	4
best	7
evade	1
blasts	14
easy	5
defense	2
come	23
saw	3
high-	1
talked	2
teaching	1
motivation	1
altruism	1
shame	3
mistaken	1
intentions	1
sarcastic	2
tricked	1
supposed	4
use	10
voice	5
foolish	1
aghast	1
did	24
kidding	4
never	17
anything	6
listens	4
put	11
bickering	2
until	11
survive	1
massive	4
glances	8
nodding	2
whoa	4
somebody	1
woke	1
bed	10
try	4
bro	1
fricking	3
punch	2
face	19
real	4
nice	3
resorting	1
violence	1
incoming	1
fly	9
good	10
guys	4
fires	2
screaming	3
explode	5
image	1
bloody	1
hell	10
sits	9
remote	1
pod	2
hit	2
goes	11
static	1
shouts	1
kid	4
lost	5
surveys	1
above;	1
rows	1
containing	2
pilots	6
remotely	2
killing	5
anyone	10
piloted	1
admiral	8
delay	1
destroy	4
destroying	4
extraordinarily	2
combustible	1
concern	1
slight	1
against	14
heresy	1
highest	1
order	1
comm	8
command	1
modules	1
frightened	6
outskirts	1
headset	1
intent	1
firing	2
smirks	3
outer	21
milano's	1
struck	6
emergency	2
systems	2
closest	1
habitable	1
fingers	5
universal	2
neural	2
teleportation	2
network	2
clicking	2
"jump	1
points"	1
finds	2
berhert	5
jumps	5
access	1
47	1
clicks	6
quantum	2
asteroid	5
field	8
glowing	3
asteroids	1
swirling	5
random	2
patterns	1
disappearing	1
emerging	1
feet	7
yards	1
zooms	2
sideways	2
greatest	5
lucky	3
flips	9
piloting	2
gapes	1
dives	1
swooping	2
atomized	1
stones	2
barely	6
missing	2
par	1
pelted	1
destroyed	3
another	16
screens	3
blank	1
fall	8
upset	4
fury	1
i've	6
rig	5
since	3
ten	4
cybernetically	2
engineered	2
spacecraft	4
douchebag	1
tonight	1
gonna	20
lay	1
squishy	1
pillowcase	1
`what's	1
this?'	1
turd	3
switch	4
shave	1
won't	4
drax's	5
cheerfully	1
explains:	1
famously	1
turds	1
we're	19
die	9
discussing	2
raise	3
havoc	1
pipes	1
plumbing	1
responsibility	2
actions	1
unlike	1
aiming	2
box	2
ashamed	2
switches	6
nearing	1
time	27
wham	1
large	6
smashes	3
stern	1
living	11
chunk	2
disappears	8
sucked	2
hole	15
fortunately	1
shackled	1
post	1
body	25
cover	3
frost	1
everything	9
rushing	4
catches	5
casually	2
code	5
causing	1
protective	4
shield	2
slides	3
floor	8
yells	4
upstairs	1
idiots	1
breath	4
relieved	3
ow	7
flicker	1
weapons	7
twenty	2
jump	11
sole	1
part	10
climbing	1
where's	4
group	4
gathered	2
rooting	2
kids	4
arcade	1
zylak	3
spilled	1
reaches	7
kicked	2
grabbing	3
cable	4
spool	5
attached	2
wall	23
hooks	1
belt	2
folder	2
reads	2
spacesuits	1
below	7
scrawl:	1
disk	2
slaps	5
shimmery	2
sheath	2
covers	3
thin	2
force-field	1
spacesuit	3
map	3
leading	7
fifteen	1
hits	6
erupt	1
cheers	3
punches	6
buttons	5
second	3
exposing	3
awe	1
unspools	1
taut	1
haphazardly	1
water	4
sled	1
boat	2
gets	4
wildly	2
mere	1
brings	3
aims	1
spaceship	5
shoots	8
blasting	5
shakes	10
disgust	1
suck	1
sad	13
leave	9
scot-free	2
five	4
pull	5
sides	2
son-of-a-	2
went	3
road	1
blinding	1
burst	5
shock	2
someone	8
white	9
emanating	3
oval-	1
shaped	1
reach	4
standing	6
atop	2
oval	2
bursting	5
explosion	4
guy	3
area/directly	3
pops	3
teleporting	1
earth-	1
such	7
bad	8
parts	3
tear	2
spiral	1
enters	7
new	7
atmosphere	3
monitor	2
god	7
whips	1
coming	7
deck/berhert	1
forest	3
green	1
unbelievably	1
fast	3
gone	2
instead	7
sitting	5
alone	12
happily	1
munching	1
candies	3
watching	8
movie	1
detaches	2
upper	4
planet's	3
downstairs	1
onto	20
clutching	7
secure	1
nearly	2
wrenches	1
apart	5
groans	1
prepare	1
barreling	2
flatten	1
swat	1
windshield	1
despite	2
searing	1
pain	4
bounces	1
violently	2
eventually	1
abrupt	1
m20	1
22a4834126+306ca12	1
himself	13
dirt	4
chuckles	2
madman	1
whatever	6
crashed	2
clearing	1
crane	1
smoking	1
battered	2
heroes	4
still-shackled	1
either	4
gotten	2
had	21
flown	1
ears	1
legs	7
guarantee	1
landed	1
died	2
arrogance	1
stoled	1
star-munch	1
fumes	1
answer	5
`star-	1
munch.'	1
wanted	13
dick	2
little	23
save	4
blowing	1
fifty	2
finger	4
thumb	1
one-inch	2
saved	3
he'd	3
raccoon	3
call	6
`trash	1
panda.'	1
pauses	1
unsure	3
better	4
worse	1
snapping	2
followed	3
hovers	1
cock	1
back-to-back	1
formation	2
set	7
help	10
fool	4
deprive	1
combat	2
attack	2
evil	3
supervillain	1
learn	3
properly	1
lie	3
bet	2
lands	8
crushing	3
hatch	1
adventurous	1
frontiersman	1
steps	6
forward	8
grown	1
hardened	1
haggard	1
emerges	3
found	8
figured	2
rugged	1
obvious	2
name's	1
ego	86
dad	5
quiet	3
mostly	4
icy	1
patches	2
land	9
revolving	1
overlapping	1
suns	1
contraxia	1
m15	1
5127512731+x1955kx	1
snow	2
gently	3
sleepy	1
pastel-colored	1
town	2
wood	1
buildings	2
iron	1
lotus	1
robot	2
brothel	1
saloon	1
courtesans	2
drunk	3
giggling	3
catch	3
snowflakes	1
tongues	1
pants	3
utterly	2
disconnected	1
three	8
button	12
yondu	105
drunkenly	2
waving	2
join	1
exits	1
suite	1
bodyguards	1
brahl	5
half-nut	5
salute	2
descends	1
stairwell	1
seemingly	3
diamonds	1
martinex	5
among	2
stakar	12
tells	2
story	7
aleta	4
crazy	1
always	5
trepidation	1
surprised	8
i'd	7
establishment	1
disreputable	1
blue-coats	1
hundred	5
ravager	28
factions	1
sneeper	1
business	1
ninety-nine	1
serving	1
sir	2
door	12
rage	2
follows	5
others	9
following	2
`cause	7
ravagers	30
deal	1
rich	1
demand	1
table	2
flames	5
may	4
dress	1
horns	1
freedom	2
boy	9
colors	2
ogord	1
grave	1
pleasure	1
exiling	1
broke	4
hearts	1
storm	2
shaken	1
whispers:	1
betrays	2
lets	3
riled	2
needed	4
done	5
soft	3
whispering	1
kraglin	39
watch	4
cap'n	12
tay	1
tullk	8
roll	3
cloth	1
touch	5
unconsecrated	1
ground	22
carpet's	1
force	1
smile	5
udonta	3
proposition	1
passed	1
pick	2
campfire	3
mantis	59
indulges	1
heartily	2
myself	4
midst	1
outlandish	1
adventure	1
battling	1
demonic	1
forces	2
dimension	1
nonsense	1
quite	4
recall	1
bleeds	1
together	12
awhile	1
returning	1
kept	4
clue	1
skinny	4
squeeze	1
places	6
adults	1
couldn't	3
thieving	2
easier	1
track	1
ever	9
actual	3
blood	3
relative	1
alike	1
one's	1
abducted	1
beat	2
crap	2
fight	7
terror	1
threatening	1
eat	3
yes	19
son-of-a-bitch	1
how'd	1
locate	1
reside	1
known	1
heard	3
star-	1
lord	2
handing	1
dish	1
associates	1
welcome	3
triangle-faced	1
self-conscious	1
feels	2
nose	1
promise	1
place	11
you've	2
seen	1
explain	3
very	14
special	1
finally	4
`scuse	1
gotta	4
whizz	2
buying	1
whistling	2
peeing	1
bushes	1
least	3
attempt	1
grinning	1
creepy	1
smiling	5
raised	3
ego's	15
intricacies	1
social	1
interaction	1
pet	4
puppy	2
adorable	2
rocket:	1
ahh	1
practical	1
joke	1
liked	1
laugh	4
disbelief	2
enter	4
private	1
spot;	1
flickers	1
beyond	4
break	4
expects	1
sudden	1
trap	1
kree	7
purists	1
zardu	1
hasselfrau	1
wonderful	2
television-singer	1
magic	3
david	5
hasselhoff	6
talk	2
friend	8
child	8
carried	2
picture	1
pocket	2
children	2
shooting	3
knight	1
rider	1
touring	1
band	1
germany	1
bringing	3
dads	1
hands	16
maybe	3
shot	4
grudgingly	1
ends	3
we'll	9
sunrise	3
"the	2
chain"	2
fleetwood	2
mac	1
leaving	4
fox	5
soldering	1
outer-space-	1
adventurer	1
version	2
luggage	1
shoot	5
feel	11
grunts	1
couple	3
before	10
finished	1
fixing	1
songs	2
clones	2
uncertain	3
parting	1
wise	1
conciliatory	1
hope	2
daddy	3
big	7
orphan	1
snickers	4
goal	1
walks	6
score:	1
saying	4
chain	2
slow-motion	3
approach	1
slit	1
waiting	6
clasps	2
nervous	3
sleep	8
chamber	8
slab	1
forehead	4
hand:	1
antennae	4
alight	3
drifts	1
folded	1
paper	1
photo	1
fill	1
cautious	1
blocking	1
orb	1
rainbowish	1
funnel	1
time;	1
technology	1
drinking	2
tea	2
laughing	8
ask	2
personal	3
asked	1
pouring	2
herself	5
doorway	7
low	1
decapitated	1
clear	2
win	7
warmed	1
good-natured	1
by-now-familiar	1
doorways	1
savings	1
pairs	1
empathic	1
abilities	1
feelings	2
read	1
minds	1
telepaths	1
thoughts	2
empaths	1
emotions	3
cautiously	2
touches	5
quivers	1
moved	2
sort	4
general	1
unselfish	1
romantic	1
sexual	1
embarrassed	2
uproariously	1
deepest	1
darkest	1
secret	1
hahahahahaha	1
total	1
overreaction	1
chest	5
brightly	4
felt	3
humor	1
hysterically	1
falling	6
laughter	1
humiliated	1
incredibly	4
uncool	1
wipes	1
tears	8
composing	1
wrist	1
though	4
clothes	3
broken	2
jaw	1
backs	2
also	5
alter	1
extent	1
ease	2
contentment	1
short	1
stubborn	1
person	4
compliant	1
master	1
awake	1
night	2
expectantly	1
asleep	2
hoping	2
pleased	2
snoring	2
baby's	1
muscular	1
fade	2
black	2
o.s	2
insects	1
chirp	1
four	2
moons	1
shine	2
crackles	1
"southern	2
nights"	2
glenn	2
campbell	2
monstrous	6
lead	4
ravine	1
m-ships	1
quietly	2
lower	2
distance	3
different	3
directions	3
surrounding	2
cluster	1
creeps	2
close	5
vehicle	2
humming	2
licks	1
lips	1
anticipation	1
closing	1
pedal	1
traps	1
unconscious	6
gunshot	1
discharged	1
awakened	1
bodies	7
reveal	2
futuristic	1
walkie-talkie	1
crouched	1
limb	2
shadows	2
led	1
retch	4
tree	6
squirrel	1
heads	4
bullets	1
wants	9
run	7
device	3
presses	5
percussive	1
bomb	11
bursts	7
sending	2
half	5
groups	1
bombs	2
depleted	1
animal	2
hopping	1
moonlight	1
flickering	5
armful	1
discs	3
breathes	2
shallowly	1
waits	3
last	4
passing	2
beneath	7
sticky-disc	1
slap	5
men	3
sticky	1
flicks	2
trigger	1
sticky-	1
send	2
electricity	2
coursing	1
men's	1
convulse	1
collapse	4
crouch	1
train	2
ain't	7
tough	1
toys	2
brahl's	1
thorax	1
breathe	2
backflips	1
shooter's	1
rapid-fire	1
crumples	1
high-pitched	1
whistle	4
arrow	23
abruptly	2
floating	3
tip	2
waltzes	1
reluctantly	2
surrender	3
rat	2
how's	1
idiot	5
eh	1
gig	1
gal	1
opinion	1
offered	3
sum	1
pals	1
y'all	2
needs	5
bonds	1
entirely	4
encircled	2
chance	3
escape	1
tracer	1
during	1
word	3
squat	1
otherwise	3
actually	5
scowls	1
quarter	5
mil	1
market	1
million	2
third	2
one-th	1
oblo	3
money	1
twenty-	1
boots	1
twenty-five	1
we'd	2
whole	11
nova	1
corps	1
rest	2
sticks	1
straight	2
lad	1
right:	1
s'pose	1
change	1
leadership	1
weapon	1
handful	1
including	2
innocent	3
captain's	1
circle	1
guns	2
potential	1
crossfire	1
peaceful	1
resolution	2
violent	1
fin	12
clatters	1
totters	1
dead-eyed:	1
gape	1
hello	1
boys	2
bite	1
chews	1
disgusted	1
spits	1
arrives	4
bold	1
twisting	6
yellow	3
devour	1
"my	1
sweet	1
lord"	1
george	1
harrison	1
g52	1
22c848t12f+e16uc22	1
sets	3
waking	2
spaceport	1
organically	1
joins	1
spot	1
strands	2
material	1
linking	1
landing	3
pad	1
itself	9
tram	3
glides	1
destination	1
overwhelmed	2
transcendentally	1
splendid	1
surroundings	1
obelisks	1
seem	2
function	1
beauty	4
friends	7
wow	4
trifle	1
earth's	2
moon	1
humility	1
humble	2
wonder	1
multicolored	1
mercurial	1
clumps	1
float	2
ahead	2
looms	2
astounding	1
mountain	1
step	6
fountain	2
consider	2
token	1
father's	1
pride	1
motions;	1
waters	1
statue	3
star-lord:	1
heroically	2
foolish-looking	1
kneeling	1
worshipfully	1
memorial	1
ronan	1
tail	1
tiny	6
dozen	1
spaceships	1
suit	2
celestial	6
sweetheart	1
`g'	1
son	13
saunters	2
doors	1
dioramas	6
lining	1
cross	1
form	9
extension	2
truly	4
came	9
begin	3
animate:	1
brain	11
composed	2
polychromatic	1
floats	4
remember	4
adrift	1
cosmos	4
dust	3
rocks	6
ingesting	1
growing	5
fed	1
plankton	1
grew	1
smarter	1
stronger	1
shell	4
forms	2
channels	1
running	3
flow	2
rivers	1
formed	3
sheathe	3
elements	1
developing	1
outward	1
landscapes	1
structures	1
continued	1
building	2
layer	2
built	2
spires	1
reaching	1
tunnels	3
burrowing	1
depths	1
ant	1
fulfilled	1
solely	1
labor	1
desired	1
meaning	4
core	7
self	9
besides	1
task	1
finding	1
skeletal	3
framework	1
surface	12
molecules	4
create	1
"human"	1
created	2
imagined	1
biological	1
detail	1
penis	2
smush	1
parents	2
impregnating	1
winter	1
solstice	1
earthers	1
hang-ups	1
receptors	1
digestive	1
accompanying	1
junk	1
experience	1
human	3
stars	4
diorama	3
explores	1
various	4
uninhabited	1
barren	2
planets	6
visited	1
husk	1
next	9
sought	1
cute	4
reminisces:	1
wistful	3
meet	1
show	5
kissing	1
meredith's	1
pregnant	1
belly	2
experienced	1
final	2
womb	2
young	3
fetus	1
encased	1
amazement	1
adoration	1
searched	1
held	1
infinity	1
dying	2
loved	4
puts	4
ravagers'	1
he2	1
6sm6r16617+6241023	1
drag	1
struggles	6
mutiny	3
cylindrical	1
room	7
closes	3
slamming	4
opening	4
scream	4
swell	1
expires	2
curl	2
lifeless	1
countless	1
corpses	1
loyal	1
bread	1
crumbs	1
helplessly	2
chair	2
tied	1
wreck	1
headpiece	1
hanging	3
gap	1
used	3
mutineers	1
grab	5
dragging	3
fate	1
drops	2
kilt	1
`em	3
path	1
weak	3
rapt	1
vengeful	1
leans	1
calmly	2
concerned	3
once	11
glory	2
shout	1
approval	1
taserface	25
snickering	2
secured	1
`taserface'	2
tasers	1
metaphorical	1
thinks	8
answer:	1
strikes	2
fear	3
shut	4
blade	3
ti	1
burying	1
cracking	3
imagining	2
mirror	3
seriousness	1
`you	1
kickass	2
taserface!'	1
choice	1
scrotum	1
hat	4
bust	1
plan	2
shoves	1
ready	6
plunge	1
knife	1
certainly	2
having	3
moronic	1
shitbag	1
cool	5
stab	2
today	3
irritated	1
biggest	4
sadist	1
paying	2
bills	1
bounties	1
twelve	1
provinces	1
considering	1
attacking	1
assure	1
mark	1
stick	2
woodland	1
decides	1
percent	2
things	8
brand	1
leads	1
hall	6
execute	1
themselves	4
merciful	1
painless	1
docking	1
bay	9
m-ship	9
decked	1
lots	1
location	1
nav	1
wire	1
we's	1
paid	1
share	2
`training.'	1
prevailed	1
replace	1
machinery	1
claiming	1
equal	1
won	2
refraining	1
murder	2
warship	1
conceivable	1
instrument	1
hunt	1
dog	2
slowly	7
knows	1
semblance	1
profound	2
unceasing	2
single	4
weirded-out	1
necklace	1
that'll	1
girls	2
`oooooo	1
nice.'	1
gives	2
pure	1
anyway	2
happy	1
trails	1
sculpture	1
sadly	3
accusatory	1
cancer	1
delusional	1
return	2
regularly	1
wither	1
perish	1
why'd	2
criminal	1
fetch	1
seeming	2
millions	2
existence	2
mistakes	1
vulnerable	1
teach	2
correct	2
position	1
holding	10
concentrate	2
concentrates	2
emanates	1
relax	1
palms	1
pulling	5
ball	10
glows	1
brighter	1
home	3
cups	1
inspects	1
catching	1
further	4
continue	2
tossing	1
forth	4
friendly	1
middle	2
courtyard	1
sit	4
soaking	1
gazing	3
lush	1
flowing	1
hills	2
maxfield	1
parrish	1
paint	1
larva	1
state	1
orphaned	1
homeworld	2
suppose	2
usually	1
pets	1
hideous	2
horrifying	1
notice	1
ugly	5
trust	3
grateful	1
poor	1
spattered	2
pools	1
remind	1
took	1
daughter	1
visit	1
lakes	1
expression	1
cheeks	1
sadness	2
together:	1
cries	2
stoic	1
existed	1
finest	1
soothes	1
torn	3
learning	1
ugliness	1
proves	1
staying	2
eye-strain	1
invite	1
flea	3
curls	1
cutting	2
walked	1
look:	1
scared	5
quarters	4
gef	6
obtuse	2
neither	1
longer	1
crawls	4
corner	4
smash	2
tailor	1
settle	2
beaten	1
offense	1
employees	1
jerks	2
battle-slave	1
freed	1
adhere	1
greedy	1
stealing	1
captains	1
weren't	1
exiled	1
ones	2
course	5
deserve	2
slow	1
drama	1
picking	3
dumbass	1
names	1
smiled	1
warm	1
disgusting-ass	1
teeth	1
floss	1
yondu's	17
professional	1
asshole	1
pro	1
fit	2
grumbles	1
idea	3
outta	2
uniform	1
reacts	1
cat	2
struggling	1
unable	2
chanting	1
"mascot."	1
lil'	1
feller's	1
worked	1
drank	1
pours	2
alcohol	3
pour	1
drinks	1
helpless	1
lookit	1
goddang	1
precious	1
mopes	1
hallway	2
traumatized	1
soaked	1
passes	1
cell	7
twig	3
c'mere	1
what'd	1
cap'n's	1
prototype	2
wore	1
drawer	8
bunk	1
emphatically	1
bit	4
sprawled	1
bureau	1
beaming	1
shorts	1
underwears	1
wriggling	2
speak	3
hopeful	1
cybernetic	1
vorker's	1
sleeps	1
slink	2
wake	2
tomorrow	1
furniture	1
desk	1
makes	6
"oh!"	1
severed	2
toe	1
refrigerator	1
somewhere	1
toes	1
subtly	1
discuss	1
rips	1
symbol	5
top	3
hates	1
hats	2
weird-shaped	1
conversation	2
slobbering	1
tossed	1
