Word	Count
receipt	1
nervous	2
these	15
lost	12
freak	1
nine	8
years	6
speaks	3
itself	1
made	7
mark	11
superior	1
accompanied	1
am	10
evaluating	2
next	8
w	1
who's	6
accounts	1
mustache	4
doesn't	21
course	3
woman	5
they've	10
walked	5
every	9
word	8
cement	2
bench	7
bad	3
print	5
before	5
camera's	1
exposed	1
impossible	1
discern	1
subject	1
mellhoff	3
foggy	1
clear	5
established	1
friendship	1
either	4
sideburn	1
candelabra	1
happy	5
days	6
lunch	9
badminton	2
racquets	2
another	10
trying	27
figure	2
focused	1
lens	3
better	3
maybe	6
tried	5
reach	6
always	6
bahrain	1
shanty	1
town	8
somewhere	6
off	22
shows	4
exchange	3
need	15
info	1
three	12
sean's	7
reply	7
total	2
f'ing	1
=	1
auto	1
month	3
november	2
cell	4
freelance	1
i'd	7
pictures	5
draw	3
bead	2
location	1
analyzing	1
figured	1
yet	6
because	26
trail	1
water	12
showing	3
first	10
which	16
ocean	4
thumb	14
many	3
world	19
six	3
billion	1
everyone's	3
thumbs	1
you'd	3
hot	4
trail--	1
gave	3
covered	2
hotspots	4
together	6
9	2
boldly	3
team	2
actually	8
staying	1
transfer	1
format	1
cheryl's	2
laughed	1
weekend	1
we're	23
moving	8
mom	25
went	6
packed	2
house	2
son	4
bike	1
ride	4
lake	2
valhalla	1
jersey	2
brought	3
actual	4
field	10
grass	1
swimming	2
friend	1
marny	1
lives	3
minds	1
strictly	1
online	2
after	23
merger	1
internet	1
storehouse	1
hearing	1
they're	30
let	16
awhile	2
tough	4
news	14
lot	14
gets	11
odessa	20
a-holes	1
want	19
300	1
dollars	12
take	27
running	6
huge	9
50th	1
st	1
exit	1
york	6
sana'a	3
yemen	3
parallel	1
along	6
rugged	1
war	2
runs	3
entrance	1
midst	5
anti-	4
american	5
rally	2
making	6
desperate	2
dash	1
under	7
volley	1
middle-eastern	2
shoes	6
angry	2
middle-easterners	1
throwing	2
sprint	1
sign	2
disdain	1
targeting	1
western	3
journalists	2
summer	3
real	7
august	1
risking	1
ass	1
hit	3
camera	10
bag	4
shoot	2
shit	7
whiskeys	1
chasing	1
nyc	1
metro	2
south	2
finally	4
reached	5
though	6
continuously	1
struck	1
slightly	2
breath	4
caught	5
again	16
crowded	1
aisle	2
seat	16
daydream	2
faded	1
lap	1
top	2
unable	3
perform	4
request	4
smooth	1
step	1
tries	4
same	9
result	2
required	1
respond	1
favorably	1
force--	1
says	10
broken	4
never	7
something's	1
received	1
application	2
breaking	2
personality	2
29	1
different	4
dimensions	3
problem	3
any	13
determine	1
models	1
lacking	1
distinguishing	1
features	2
sees	3
based	2
extensive	1
evaluation	2
seem	4
indistinguishable	1
everybody	5
else	5
wrestles	1
consideration	1
standing	7
allow	2
anyone	4
notice	2
enhance	1
ask	6
became	2
adult	1
thought	8
possibly	10
thing	17
keep	14
bills	2
places	1
studied	1
music	6
april	4
orange	3
julius	2
save	2
money	8
college	2
sore	1
frother	1
pieces	2
piece	3
cheers	4
leaving	4
situation	9
four	12
hundred	9
sitting	16
park	13
stops	4
stares	1
regular	3
ny	1
foot	2
traffic	3
absentmindedly	1
playing	4
bars	1
keeps	4
thinking	2
things	10
stop	8
dick	3
across	6
bridge	3
skateboards	4
smiles	3
waves	1
rich	34
push	5
grand	5
quiet	10
wheels	1
rolling	2
onto	3
ready	2
honked	1
honking	1
begins	6
might	11
fun	1
believe	4
left	15
old	6
dad	6
bought	2
she	39
seventy-years-old	1
sister	7
sister's	2
responsible	1
family	6
kidding	1
told	9
steps	8
paid	1
move	13
screwed	1
apartment	8
15th	2
movers	4
weren't	1
equipped	2
braces	4
adjusted	1
late	7
placed	2
tarp	1
rolled	1
city	9
parking	4
space	10
skateboarding	3
used	5
skateboard	7
maine	1
kid	4
bring	3
tomorrow	7
carry	7
home	14
helped	1
putting	4
helping	2
tarped	1
drop	5
dad's	1
hangs	3
watching	7
walking	14
rich's	1
alone	6
near	6
state	2
puts	3
messing	1
bit	2
grinds	1
low	2
garden	1
curb	1
nicely	1
non-specific	1
lamp	1
scrutinizing	1
hoping	4
gain	1
arctic	1
sprite	1
leak	2
edge	2
frame	2
blown-up	1
poured	1
reflected	1
stern	1
fishing	2
trawler	1
vessel	4
registry	1
number	5
visible	3
she's	20
erkigsnek	2
so709	1
port	1
painted	1
beneath	2
only	16
letters	2
legible	1
due	4
nu	1
colleague	3
naughton	3
met	2
breakroom	1
having	6
coffee	2
beyond	5
evel	1
knievel	1
fire	5
able	5
use	2
circulation	1
ship	11
boat	13
registered	1
nuuk	7
greenland	13
coastal	2
considers	2
connects	1
turns	10
matters	3
accomplishment	3
yours	1
dating	1
broke	2
adam	1
lopez's	1
record	1
hitting	1
highest	2
singing	4
male	4
seriously	6
hits	4
recorded	1
ladies	1
voice	1
emotional	1
whatever	3
weak	1
exactly	2
winning	1
tour	1
de	1
france	1
table	1
finishing	2
checks	5
watch	8
subway	8
station	2
half-block	1
ahead	2
silently	1
stride	1
drinks	1
drops	3
cup	1
sidewalk	4
unusual	3
hustles	1
ensure	1
shirtless	1
beaming	1
49th	1
he'll	5
relieved	3
frenchman	1
sprays	1
face	4
champagne	1
multiple	1
frenchmen	4
mob	4
fighting	6
congratulating	1
frantic	1
rubs	1
carried	2
group	6
frenchmen's	1
shoulders	2
run	5
avenue	2
chanting	3
wal-ter	2
mi-tty	2
french	1
jogs	1
atop	1
serious-looking	1
raucous	1
tour-de-france	1
style	6
congratulations	4
party	1
continues	2
being	11
mobbed	1
ecstatic	1
one's	4
hear	4
ding	1
arriving	1
crowds	3
anywhere	2
dress	3
reaches	3
offices	1
door	10
enters	2
pass-key	1
edna	41
76	1
hi	5
honey	3
dropping	2
we'll	6
enter	2
called	1
place	6
hiccup	1
artist	1
turn	3
named	6
wonderful	1
visit	3
family's	1
homeland	1
southern	1
ukraine	1
beautiful	3
river	1
matthau	1
starting	4
to--	1
forty	3
gathered	1
stand	3
short	3
distance	10
letting	3
inform	1
reluctantly	1
month's	3
nonetheless	1
saddens	1
concerns	1
valued	1
undergo	1
transition	3
candid	1
be--	1
quietly	5
determined	1
non-vital	1
partnership	1
remaining	1
few	5
organization	1
deciding	2
category	1
positions	1
fall	4
begun	2
high-pitched	1
weeping	1
mother	1
very	11
point	8
nudges	1
assume	1
speaking	12
portion	2
excited	3
publishing	2
institution	1
75	1
whose	2
renowned	2
covers	1
touched	1
touching	1
ways	2
final	1
famous	2
historic	1
happening	3
even	12
those	10
asked	5
begin	1
watered-down	1
clapping	2
fake	1
cheer	1
area	8
assets	6
rattled	1
wash	1
bins	1
bill	2
came	5
paying	2
worried	2
hernando	1
tell	7
superiors	1
confess	1
negative's	1
gone	8
politely	1
doorway	1
sir	4
smoothly	2
issue's	1
underway	1
amazing	3
encapsulates	1
majesty	2
splendor	1
illustrious	1
haven't	7
seen	9
processed	3
retain	1
eleven	2
worsened	1
leaves	3
returned	2
map	1
earth	4
specifically	5
hernando's	1
far	10
country/island	1
canada	2
cubicle	6
spaces	1
purpose	10
automatic	1
plane	4
empty	4
captain's	1
danish	6
iphone	1
f"ing	2
message	4
finding	1
job	9
soars	1
plane's	1
midair	1
unlock	1
idea	6
capital	3
victorian	1
toys	7
descends	1
handsome	1
buildings	1
somehow	1
gotten	4
involved	2
folkdance	1
holding	10
pub	4
greenlander	1
teens	6
overexposed	1
chair	9
teen	3
pipe	4
man's	3
second	4
fresh	1
shop	1
cab	4
pull	1
older	4
female	3
cabby	1
cruises	1
car	17
fields	1
least	3
densely	2
populated	2
country	3
56,000	1
lots	3
jobs	4
everything	6
example	1
drive	6
queen	5
surprised	3
meter	1
meter's	1
93	1
kroner	1
flat	1
rate	1
photographing	6
mistaken	1
musk	2
ox	2
migration	2
worth	1
continue	1
peaceful	2
outskirts	1
gig	1
changes	2
divisions	1
how'd	2
king	1
sold	1
ice	2
cream	1
parked	2
migrating	1
island	1
wharf	1
end	2
dock	1
behind	12
atlantic	3
holds	5
captain	15
pronounce	1
photographed	1
we've	4
passed	4
mail	4
logs	1
post	3
detective	1
yep	3
meant	5
nope	1
worker	1
secure	1
valuable	1
airmail	1
records	1
helicopter	13
freighters	2
pick	3
ups	1
freighter	5
contact	3
afraid	2
help	3
unless	1
mailing	1
needs	1
learning	1
slipped	1
unknown	1
despondent	1
bar	2
drinking	2
beer	3
dance	1
engaged	1
staring	1
grant	1
attached	3
brief	3
notices	2
resemblance	1
question	3
ago	6
found	7
dolores	2
dropped	1
picked	4
tuesday	1
strange	2
saw	2
worked	6
controls	1
shooting	2
photos	5
radio	4
parts	4
fifteen	3
radio's	2
fucked	2
period	1
contacting	1
person	2
shore	2
instead	1
old-looking	1
flying	4
makes	6
pause	2
weather	3
feels	1
storm	6
brewing	2
fly	2
pilot	5
boot	1
background	2
drink	4
pilot's	2
blades	1
spinning	1
lift	4
thirty	2
yards	2
change	1
heart	5
sprinting	1
passenger	3
high	1
fjord	5
breathtaking	1
yells	1
fjords	1
loud--	1
annoying	1
international	2
mid-sea	1
rocky	1
deck	2
prepping	1
raft	3
rocked	1
weather's	2
rough	5
lying	1
land	3
decision	1
property	2
reflect	2
poorly	1
mounting	1
that's--	2
whoa	2
carries	2
calling	1
reserves	1
noisy	1
lifting	2
steadying	1
himself	6
cargo	1
hold	4
preparing	1
jump	3
feet	4
hovering	2
between	4
still	14
mistakenly	1
jumped	2
surfaces	2
drift	1
treading	1
fair	1
calls	2
megaphone	3
sending	2
pontoon	2
try	6
remain	2
calm	2
fin	5
porpoise--	1
a--	1
porpoise	2
befriend	1
porpoises	1
mammals	4
rare	2
intelligence	1
sympathy	1
often	2
protect	2
swimmers	1
predators	1
circles	1
shark	3
strike	1
snouts	1
sensory	1
hubs	1
you--	3
crew	2
consultation	1
confident	4
nearer	3
steels	1
presence	1
power	1
deter	1
thrashing	2
decent	3
punches	2
arrives	1
dried	1
tended	1
young	9
chilean	24
sailors	2
sounding	1
sailor	15
hours	2
dawned	1
missed	1
discuss	2
with--	1
components	1
freighter's	1
hauling	1
automobiles	1
surface	1
mall	1
accompanies	1
rows	2
sleep	5
alongside	1
subaru	5
opens	1
driver's	1
slept	3
confused	1
outback	1
undocumented	1
laborers	1
stevedores	3
workers	1
room/car	2
five	9
states	1
sleeping	2
chess	1
wave	1
living	4
lived	1
miming	1
la	5
quintasencia	3
guy's	3
pointing	2
that--	2
quin--	1
spanish	1
form	2
squall	1
alarm	1
quickly	2
breaktime	1
snack	1
enjoying	2
half's	1
clementine	8
cake	10
makes--	1
sliced	1
bakery	1
stray	1
paper	7
backseat	1
slice	1
lifts	3
lowers	2
enjoys	1
scrap	2
handwriting	2
examines	1
half-torn	1
bearing	2
cursive	1
date	2
eyjafjallajokull	4
ttl	1
shoemount	1
flash	2
zoom	1
bounce	1
nikon	1
destination	2
scrawl	1
itinerary	1
climbed	1
crow's	3
nest	4
ladder	3
english-	1
escorted	1
gibberish	2
crack	4
engligh	7
volcano	2
iceland	13
tastes	1
function	1
monitor	1
mooring	1
winches	1
wind	2
lasses	1
descend	1
sea	1
sun	2
bow	1
hello	3
owe	1
400	1
renew-	1
talked	3
share	1
yourself	2
major	1
league	1
full	6
strive	1
everyday	2
pride	2
keeping	1
tidy	1
none	2
consider	4
tasks	1
accomplish	1
hasn't	2
rent	1
year	2
pay	5
36	1
household	1
without	7
failing	1
becomes	2
bird	1
flies	1
fought	4
dolphin	3
aren't	4
nice	6
mammal	2
dicks	1
dolphins	2
tracked	1
located	1
fortunately	1
correct	1
oversight	1
tweak	1
sailing	1
thats	2
swims	3
pet	1
swim	2
handle	2
please	2
worse	1
kayak	3
pole	1
vest	1
assist	1
others	5
mile	1
half	1
hull	1
size	1
reykjavik	4
north	1
kayaking	2
expanse	1
paddle	1
noise	4
emerges	1
underwater	4
giant	1
horizon	2
catching	1
catches	1
pleased	3
stayed	1
longer	2
barely	1
fakes	1
cheating	2
stays	3
smiling	3
pops	2
both	7
faking	1
laugh	3
fact	1
breathing	1
expected	1
nowhere	1
coughing	1
scared	2
hugs	1
freaked	1
crying	2
worry	13
sing	4
distract	1
bob	1
marley's	1
birds	1
`cause	2
gonna	1
picturing	1
soothes	1
day	4
dream	5
fades	1
desolate	1
rubber	2
triathlon	2
swimsuit	1
kayaked	1
coast	1
pissed	1
fuck	8
driven	1
sights	1
rings	2
caller	1
i.d	1
yogurt	1
banana	1
snowed	1
expect	1
less	3
inch	1
towed	3
anymore	4
lent	1
texting	1
writes	1
wtf	1
p	1
yoga	1
workshop	1
sends	1
repeat	2
forseeably	1
love	7
o	1
tending	1
critical	2
looming	1
eyjafjallajokul	1
nearly	3
smaller	2
watches	2
lands	1
jfk	1
economy	1
flight	2
attendant	1
safe	2
portable	1
electronic	1
devices	1
a.m	1
terminal	5
walkway	1
changed	1
since	1
hurries	1
impound	6
facility	2
impounded	1
cars	3
line	7
officer	5
retrieving	1
color	2
regard	1
baldwin	2
walnut	2
fees	2
duty	1
tow	1
fee	2
$370	1
nights	1
overnight	1
$80	1
failure	1
display	2
vehicle	1
inspection	1
sticker	1
$112	1
adding	2
musical	2
instrument	3
inspected	1
government	1
ignores	1
task	1
load	1
van	2
mover	3
until	3
slowly	3
store	1
warehouse	3
moves	2
separate	1
billings	1
talking	5
keyboard	2
grip	1
rises	2
carrying	3
turnpike	1
slowing	1
climbs	1
stairs	3
train	5
mid-tunnel	1
lights	2
return	1
piano's	2
entry	2
write	1
checkbook	2
join	2
but--	1
float	1
odd	1
stories	2
pina	3
colada	1
coladas	2
rain	1
wearing	7
cape--	1
answers	2
ad	1
wife	1
cape	2
capes	2
anyway	3
she'll	2
click	1
realize	3
then--	1
each	5
planet	1
friends	4
out-of-focus	1
triple	1
batteries	1
fish	1
tank	2
crane	1
lifted	2
fifteenth	1
shift	1
big	8
fits	1
understood	2
understand	2
english	1
sentence	1
bringing	2
using	4
blender	1
juice	3
quite	1
noisemaker	1
enjoy	1
hanging	1
air	2
fit	4
afford	3
enjoyed	2
retirement	4
administrator	4
joined	1
deal	3
convened	1
kitchen	1
counter	2
dangling	2
villa	9
apartments	1
units	1
spacious	1
highly	1
priced	1
unit	2
lease	1
expensive	1
sell	2
reading's	1
easy	3
weeks	1
move-in	2
deposits	1
$6,300	1
show	5
reserve	1
billing	1
director	2
writing	2
memo	1
balance	1
$7,100	1
where's	1
frigging	1
wrapper	1
torn	4
dates	1
words	5
klipspringer	3
koofiyad	3
fakr	1
ad-d	1
warlock	4
alphabet	1
weird	2
deer	2
fez-style	1
hat	1
google	3
battery	3
winch	2
15	1
birthday	4
handed	1
gifts	1
unwrap	1
stretch	5
armstrong	3
yesteryear	1
cheap	1
drawing	2
tablet	2
metal	3
filings	1
moved	4
magnetic	1
wand	1
cartoon	1
favorite	2
remember	2
gives	1
kiss	1
riding	2
normal	10
except	2
african	1
antelope	1
already	3
executive	1
member	1
guard	1
offers	1
chance	4
vital	2
do--	1
item	1
toy	1
arms	2
legs	1
outward	1
not--	2
stash	2
partitioned	1
photographic	2
digitization	2
single	3
library	2
million	1
locate	2
fucking	6
boss	3
photographer's	2
peeking	1
reason	1
confidence	1
no-answer	1
loss	1
years--	1
helmut	5
newton	5
didn't--	1
misplaced	1
handled	1
prepared	1
archive	1
overseen	1
catalogued	1
period-specific	1
equipment	1
managed	1
preservation	1
original	1
vision	1
mishandled	1
nega-	1
held	3
publication	1
spent	1
thousand	5
overage	2
photo--	1
somewhere--	1
pieced	1
warlocks	1
fired	5
cause	11
won't	5
severance	8
because-	1
brave	2
risks	1
lost--	1
fiji	1
turned	1
pleasant	1
hon	1
you've	2
become	1
warlord	5
fortieth	1
floor--	1
discussing	1
rule	1
areas	1
threats	1
force	2
bribes	2
livestock	1
klipspringers	2
quarters	1
blankets	1
clothing	1
items	2
koofiyads	2
warlords	1
beginning	2
walters	1
clues	1
wikipedia	1
mogadishu	8
somalia	2
processes	1
nearby	1
customer's	1
youtube	3
clip	3
plays	2
david	4
dentist	2
miniaturized	1
morphed	3
boy	2
finely	1
recognizable	1
drugged-up	1
phenomenon	1
wherein	1
five-year-old	1
videotaped	1
post-dental-visit	1
painkiller	1
haze	1
kid-seat	1
suv	1
feel	5
funny	1
soon	6
arches	1
roars	1
express	1
rage	3
grown	1
applies	1
frustrations	1
challenges	1
grown-up	1
embossment	2
mission	1
statement	1
believes	1
follows	3
montage	1
classic	2
proud	1
simply	1
celebrities	1
commemorations	1
events	2
results	1
painstaking	1
quest	1
fulfill	2
pledge	1
inception	1
amid	3
glimpse	2
engraved	1
eyewitness	1
faces	3
poor	2
standard	1
¡©	1
towers	1
discoveries	1
labor	1
pain	1
deep	1
fear	2
uncertainty	1
glory	1
hidden	3
depictions	1
plights	1
devastating	1
wrought	1
sequestered	1
deeply	1
dangerous	5
pleasure	2
seeing	4
amazed	2
phrase	1
hard	5
buys	1
ticket	3
national	2
airline	2
united	1
arab	2
emirates	1
buy	1
dubai	6
allowed	3
illegally	1
headdress	1
printed	1
indication	1
bags	1
luggage	6
carousel	2
film's	1
entirety	1
retrieves	1
acquaintance	1
traveling	1
backpacks	1
ulf	7
switch	1
boards	1
boys	1
knud	2
soren	8
girls	2
grys	2
denll	1
trucks	1
headed	2
anyplace	1
stay	4
arm	3
leg	1
skate	1
dnll	1
emiratis	1
performing	1
ollies	1
shuvits	1
traditional	1
robes	1
headdresses	1
hostel	2
kids	6
early	2
twenties	1
mill	1
oldest	1
clerk	6
arabic	4
stairwell	1
center	4
laying	2
youth	1
copier	2
machine	5
audio	1
succeeding	1
scene	3
evacuations	2
began	1
earnest	1
wednesday	2
third	1
nightly	1
report	4
escalating	1
violence	4
descended	1
chaos--	1
against	3
video	2
tire	3
fires	2
mid-city	1
skinny	1
goon	1
squads	1
gun-toting	1
11-	1
year-olds	1
usually	1
generally	1
presumably	1
shitty	2
once	4
hotspot	1
somalian	2
facing	2
occasionally	1
deers	1
know--	1
evacuating	2
peacekeepers	2
koreans	3
soccer	5
pointed	2
block	3
east	2
mogadishun	1
korean	4
soldiers	2
amassed	1
midfield	1
blond	1
started	6
interlocked	1
embrace	1
aircraft	1
recognize	1
meet	2
happen	3
looked	2
double-checked	1
teaneck	1
loan	3
bucks	3
briskly	1
tethered	1
rescue	1
withdrawing	1
yelling	4
unclear	1
ascend	2
remains	2
flapping	1
random	1
rolls	1
america	5
rodney	2
brother	2
wheel	2
pulls	2
scope	1
willing	1
chinese	3
trip	1
residential	2
dials	1
inner-building	1
entered	3
greet	1
feeling	3
seating	1
shaped	1
throngs	1
yorkers	1
remained	1
board's	1
ollie	1
landing	1
knew	5
smiled	1
wipes	1
slid	1
pavement	3
shaken	2
bumped	1
shoulder	3
privately	1
cry	2
sit	9
fine	1
wraps	1
rubbing	1
calms	1
song's	2
hell	1
loose	2
carting	1
morgan	10
freeman	5
surreal	1
lifelike	1
quality	1
elsewhere	2
likewise	1
beatles	1
winston	1
churchill	1
warhol	1
soup	1
key	4
nixon	1
eating	1
chopsticks	1
ruby	1
oswald	1
hendrick's	1
squash	6
excuse	1
isn't	2
verified	1
verify	1
key's	1
speak	4
280,000	1
delay	1
responsibilities	1
steve	14
penders	14
court	4
last-life-cover	1
cost	1
comp--	1
lose	1
grounds--	1
grounds	2
serves	1
balls	1
play--	1
informed	1
informing	1
salary	2
ow	2
served	1
demand	2
comcast	1
chatham	13
owns	2
timms	1
conglomerates	2
los	11
angeles	11
g8	6
wouldn't	2
stuck	1
life--	1
shoving	1
magnifying	1
loupes	5
resources	1
terminated	1
qualify	1
confirms	1
stunned	1
manner	1
forgotten	1
head-mounted	2
image	3
brooklyn	2
magnified	1
circumference	1
sometimes	2
enhanced	1
dizzy	1
rides	2
normal-looking	1
residents	1
considerable	2
powerful	2
complete	2
astonishment	1
shifted	1
object	2
indisputably	1
removes	2
did--	1
questions	2
schedule	1
recipe	1
loved	1
snacked	1
where--	1
nepal	8
snow	12
leopards	5
information's	1
thinks	3
desperately	1
searching	1
couldn't	1
dear	1
burden	1
pats	1
affection	1
wonder	1
avis	1
pizza	2
wish	1
pursue	1
dreams	2
younger	1
kisses	1
reachable	1
manhattan	2
jockey	1
matador	1
elderly	1
magician	1
wider	1
reveals	1
longed-for	1
astronaut	1
beekeeper	1
rodeo	1
clown	1
supreme	1
judge	1
city-block	1
visibly	1
colorful	1
environment	3
trophy	1
congratulated	1
grammy	2
nobel--	1
r	1
&	1
b	1
vocal	1
performance	1
host	1
job-going	1
commuters	1
platform	1
catch	2
etihad	6
airways	1
booking	1
shabby	1
shabby-looking	1
18	1
seats	1
shouldn't	1
selling	2
books	1
airplane	1
lavatory	3
knocks	2
times	1
uninterrupted	1
credo	1
faith	1
besides	1
discards	1
lav	2
trash	2
rise	1
drives	1
road	1
zhengmo	1
marvel	1
stopped	2
remote	1
village	1
guide	12
lodge	1
fireplace	1
stepit	2
enough	4
clue	2
leopard	2
region--	1
they'll	1
kosi	1
forest	2
raised	1
booked	2
safely	3
skeptical	1
snowmobiles	2
hilly	1
west	1
mountains	1
guiding	1
adjusts	1
direction	1
sarcastic	1
little--	1
scape	1
rounded	1
cold	2
swinging	3
married	2
partying	1
8	1
demands	1
busy	1
leaning	1
wise	1
neither	1
studying	1
weight	1
lean	2
mood	1
rounding	1
downtime	1
thoughts	2
visions	2
ideas	2
scenarios	2
matter	1
studies	1
spend	1
fantasizing	1
daydreaming	1
doodling	1
upon	1
realizing	1
camp	1
camouflaged	1
trees	1
camped	1
gear	3
warming	1
heat	1
listening	1
someplace	1
slot	1
holder	1
cute	1
wrapping	1
opened	2
goddmanit	1
the--	1
shhh	1
i--	1
receptacle	2
shakes	1
points	1
tree	1
recline	1
rigged	1
shifts	1
thrills	1
nods	1
he'd	1
prepares	1
hand's	1
real-	1
thrill	1
landed	1
exhausted	1
may	2
themselves	1
f"d	1
forfeit	1
bigger	2
freemans	5
combo	1
calmer	1
gentler	1
push-back	1
hair	1
freckles	1
tired	2
hotel	9
downtown	6
pan	1
nearing	1
rowmate	1
jostled	2
accidentally	1
15-yr-old-puerto-rican	1
--	1
puerto	1
rican	1
transit	1
police	18
six-year-	1
olds	1
ones	1
characteristics	1
dignified	1
actor	1
farther	3
l.a	1
2nd	1
barricade	2
cop	6
protests	1
3rd	2
series	1
limos	1
bound	1
recalls	1
association	1
corporation's	1
attending	1
sides	1
barricades	2
wasn't--	1
tvs	2
corporate	1
rooms	1
they'd	1
msnbc	1
reporter	3
tense	1
fears	1
